DOE_ID,ScanLevel,P1_MPa,P2_MPa,W_kW,Cp_mg_L,Recovery,RecoveryError,TargetMet,PhysicalFeasible,Success,RootEvalCount,Runtime_s,FailureReason,SelectedBest
955,refine4,5.76362203453983,6.02395591440873,80.527676575929,498.818464668658,0.460039889746171,6.02493877011057e-09,1,1,1,14,10.8724755,,0
955,refine4,5.76363010575054,6.02395021625089,80.5276929666614,498.818786147918,0.460039889746163,6.02493083201594e-09,1,1,1,14,10.8196148,,0
955,refine4,5.76363817696125,6.02394451808962,80.5277093580898,498.819107627039,0.460039889746153,6.02492100654217e-09,1,1,1,14,11.0032941,,0
955,refine4,5.76364624817196,6.02393881992491,80.5277257502133,498.819429106015,0.460039889746145,6.02491284640294e-09,1,1,1,14,10.9389189,,0
955,refine4,5.76365431938267,6.02393312175673,80.5277421430321,498.819750584854,0.460039889746132,6.0248996902601e-09,1,1,1,14,10.8823417,,0
955,refine4,5.76366239059337,6.02392742358519,80.5277585365474,498.820072063548,0.460039889746122,6.02489019785324e-09,1,1,1,14,10.6609233,,0
955,refine4,5.76367046180408,6.02392172541004,80.5277749307561,498.820393542107,0.460039889746102,6.02487015832764e-09,1,1,1,14,10.9560725,,0
955,refine4,5.76367853301479,6.02391602723166,80.5277913256628,498.820715020517,0.460039889746094,6.02486166512151e-09,1,1,1,14,10.8445368,,0
955,refine4,5.7636866042255,6.02391032905006,80.5278077212675,498.821036498775,0.460039889746098,6.02486649459166e-09,1,1,1,14,7.4112623,,0
955,refine4,5.76369467543621,6.02390463086482,80.5278241175652,498.821357976901,0.460039889746089,6.0248570021848e-09,1,1,1,14,7.3353927,,0
955,refine4,5.76370274664692,6.02389893267616,80.5278405145589,498.821679454887,0.460039889746079,6.02484673262182e-09,1,1,1,14,7.3107456,,0
1519,coarse,3.49858422374777,NaN,NaN,NaN,NaN,NaN,0,0,0,5,43.6797104,recovery_not_bracketed_in_P2,0
1519,coarse,3.57860782001864,NaN,NaN,NaN,NaN,NaN,0,0,0,5,40.491916,recovery_not_bracketed_in_P2,0
1519,coarse,3.65863141628951,NaN,NaN,NaN,NaN,NaN,0,0,0,5,37.4577856,recovery_not_bracketed_in_P2,0
